sample	gender	CHROM	GENE	true_status	AD_hap1	AD_hap2	tot
sample16	female	X	gene_test_28	test_escape	21	12	33
sample17	female	X	gene_test_28	test_escape	19	14	33
sample18	female	X	gene_test_28	test_escape	14	19	33
sample19	female	X	gene_test_28	test_escape	14	19	33
sample20	female	X	gene_test_28	test_escape	17	16	33
sample21	female	X	gene_test_28	test_escape	11	22	33
sample22	female	X	gene_test_28	test_escape	20	13	33
sample23	female	X	gene_test_28	test_escape	12	21	33
sample24	female	X	gene_test_28	test_escape	10	23	33
sample25	female	X	gene_test_28	test_escape	15	18	33
sample26	female	X	gene_test_28	test_escape	13	20	33
sample27	female	X	gene_test_28	test_escape	16	17	33
sample28	female	X	gene_test_28	test_escape	17	16	33
sample29	female	X	gene_test_28	test_escape	19	14	33
sample30	female	X	gene_test_28	test_escape	14	19	33
sample31	female	X	gene_test_28	test_escape	9	24	33
sample32	female	X	gene_test_28	test_escape	12	21	33
sample33	female	X	gene_test_28	test_escape	11	22	33
sample34	female	X	gene_test_28	test_escape	13	20	33
sample35	female	X	gene_test_28	test_escape	17	16	33
sample36	female	X	gene_test_28	test_escape	9	24	33
sample37	female	X	gene_test_28	test_escape	19	14	33
sample38	female	X	gene_test_28	test_escape	16	17	33
sample39	female	X	gene_test_28	test_escape	19	14	33
sample40	female	X	gene_test_28	test_escape	14	19	33
sample1	female	X	gene_test_29	test_subject	11	95	106
sample2	female	X	gene_test_29	test_subject	8	98	106
sample3	female	X	gene_test_29	test_subject	4	102	106
sample4	female	X	gene_test_29	test_subject	6	100	106
sample5	female	X	gene_test_29	test_subject	10	96	106
sample6	female	X	gene_test_29	test_subject	13	93	106
sample7	female	X	gene_test_29	test_subject	16	90	106
sample8	female	X	gene_test_29	test_subject	15	91	106
sample9	female	X	gene_test_29	test_subject	13	93	106
sample10	female	X	gene_test_29	test_subject	13	93	106
sample11	female	X	gene_test_29	test_subject	26	80	106
sample12	female	X	gene_test_29	test_subject	23	83	106
sample13	female	X	gene_test_29	test_subject	24	82	106
sample14	female	X	gene_test_29	test_subject	29	77	106
sample15	female	X	gene_test_29	test_subject	25	81	106
sample16	female	X	gene_test_29	test_subject	20	86	106
sample17	female	X	gene_test_29	test_subject	23	83	106
sample18	female	X	gene_test_29	test_subject	21	85	106
sample19	female	X	gene_test_29	test_subject	19	87	106
sample20	female	X	gene_test_29	test_subject	28	78	106
sample21	female	X	gene_test_29	test_subject	8	98	106
sample22	female	X	gene_test_29	test_subject	11	95	106
sample23	female	X	gene_test_29	test_subject	7	99	106
sample24	female	X	gene_test_29	test_subject	11	95	106
sample25	female	X	gene_test_29	test_subject	11	95	106
sample26	female	X	gene_test_29	test_subject	6	100	106
sample27	female	X	gene_test_29	test_subject	12	94	106
sample28	female	X	gene_test_29	test_subject	10	96	106
sample29	female	X	gene_test_29	test_subject	11	95	106
sample30	female	X	gene_test_29	test_subject	17	89	106
sample31	female	X	gene_test_29	test_subject	27	79	106
sample32	female	X	gene_test_29	test_subject	27	79	106
sample33	female	X	gene_test_29	test_subject	14	92	106
sample34	female	X	gene_test_29	test_subject	22	84	106
sample35	female	X	gene_test_29	test_subject	30	76	106
sample36	female	X	gene_test_29	test_subject	26	80	106
sample37	female	X	gene_test_29	test_subject	33	73	106
sample38	female	X	gene_test_29	test_subject	29	77	106
sample39	female	X	gene_test_29	test_subject	26	80	106
sample40	female	X	gene_test_29	test_subject	23	83	106
sample1	female	X	gene_test_3	test_escape	26	59	85
sample2	female	X	gene_test_3	test_escape	30	55	85
sample3	female	X	gene_test_3	test_escape	20	65	85
sample4	female	X	gene_test_3	test_escape	29	56	85
sample5	female	X	gene_test_3	test_escape	52	33	85
sample6	female	X	gene_test_3	test_escape	29	56	85
sample7	female	X	gene_test_3	test_escape	42	43	85
sample8	female	X	gene_test_3	test_escape	48	37	85
sample9	female	X	gene_test_3	test_escape	42	43	85
sample10	female	X	gene_test_3	test_escape	45	40	85
sample11	female	X	gene_test_3	test_escape	39	46	85
sample12	female	X	gene_test_3	test_escape	39	46	85
sample13	female	X	gene_test_3	test_escape	36	49	85
sample14	female	X	gene_test_3	test_escape	33	52	85
sample15	female	X	gene_test_3	test_escape	31	54	85
sample16	female	X	gene_test_3	test_escape	33	52	85
sample17	female	X	gene_test_3	test_escape	40	45	85
sample18	female	X	gene_test_3	test_escape	37	48	85
sample19	female	X	gene_test_3	test_escape	43	42	85
sample20	female	X	gene_test_3	test_escape	49	36	85
sample21	female	X	gene_test_3	test_escape	35	50	85
sample22	female	X	gene_test_3	test_escape	30	55	85
sample23	female	X	gene_test_3	test_escape	36	49	85
sample24	female	X	gene_test_3	test_escape	20	65	85
sample25	female	X	gene_test_3	test_escape	26	59	85
sample26	female	X	gene_test_3	test_escape	36	49	85
sample27	female	X	gene_test_3	test_escape	35	50	85
sample28	female	X	gene_test_3	test_escape	41	44	85
sample29	female	X	gene_test_3	test_escape	47	38	85
sample30	female	X	gene_test_3	test_escape	38	47	85
sample31	female	X	gene_test_3	test_escape	51	34	85
sample32	female	X	gene_test_3	test_escape	50	35	85
sample33	female	X	gene_test_3	test_escape	45	40	85
sample34	female	X	gene_test_3	test_escape	41	44	85
sample35	female	X	gene_test_3	test_escape	34	51	85
sample36	female	X	gene_test_3	test_escape	32	53	85
sample37	female	X	gene_test_3	test_escape	28	57	85
sample38	female	X	gene_test_3	test_escape	42	43	85
sample39	female	X	gene_test_3	test_escape	35	50	85
sample40	female	X	gene_test_3	test_escape	34	51	85
sample1	female	X	gene_test_30	test_subject	22	110	132
sample2	female	X	gene_test_30	test_subject	14	118	132
sample3	female	X	gene_test_30	test_subject	13	119	132
sample4	female	X	gene_test_30	test_subject	9	123	132
sample5	female	X	gene_test_30	test_subject	12	120	132
sample6	female	X	gene_test_30	test_subject	11	121	132
sample7	female	X	gene_test_30	test_subject	16	116	132
sample8	female	X	gene_test_30	test_subject	13	119	132
sample9	female	X	gene_test_30	test_subject	11	121	132
sample10	female	X	gene_test_30	test_subject	17	115	132
sample11	female	X	gene_test_30	test_subject	51	81	132
sample12	female	X	gene_test_30	test_subject	47	85	132
sample13	female	X	gene_test_30	test_subject	34	98	132
sample14	female	X	gene_test_30	test_subject	32	100	132
sample15	female	X	gene_test_30	test_subject	35	97	132
sample16	female	X	gene_test_30	test_subject	37	95	132
sample17	female	X	gene_test_30	test_subject	30	102	132
sample18	female	X	gene_test_30	test_subject	39	93	132
sample19	female	X	gene_test_30	test_subject	34	98	132
sample20	female	X	gene_test_30	test_subject	27	105	132
sample21	female	X	gene_test_30	test_subject	24	108	132
sample22	female	X	gene_test_30	test_subject	11	121	132
sample23	female	X	gene_test_30	test_subject	13	119	132
sample24	female	X	gene_test_30	test_subject	10	122	132
sample25	female	X	gene_test_30	test_subject	14	118	132
sample26	female	X	gene_test_30	test_subject	16	116	132
sample27	female	X	gene_test_30	test_subject	16	116	132
sample28	female	X	gene_test_30	test_subject	15	117	132
sample29	female	X	gene_test_30	test_subject	19	113	132
sample30	female	X	gene_test_30	test_subject	15	117	132
sample31	female	X	gene_test_30	test_subject	26	106	132
sample32	female	X	gene_test_30	test_subject	26	106	132
sample33	female	X	gene_test_30	test_subject	48	84	132
sample34	female	X	gene_test_30	test_subject	39	93	132
sample35	female	X	gene_test_30	test_subject	40	92	132
sample36	female	X	gene_test_30	test_subject	32	100	132
sample37	female	X	gene_test_30	test_subject	34	98	132
sample38	female	X	gene_test_30	test_subject	35	97	132
sample39	female	X	gene_test_30	test_subject	27	105	132
sample40	female	X	gene_test_30	test_subject	36	96	132
sample1	female	X	gene_test_31	test_escape	69	85	154
sample2	female	X	gene_test_31	test_escape	73	81	154
sample3	female	X	gene_test_31	test_escape	81	73	154
sample4	female	X	gene_test_31	test_escape	68	86	154
sample5	female	X	gene_test_31	test_escape	83	71	154
sample6	female	X	gene_test_31	test_escape	75	79	154
sample7	female	X	gene_test_31	test_escape	66	88	154
sample8	female	X	gene_test_31	test_escape	83	71	154
sample9	female	X	gene_test_31	test_escape	84	70	154
sample10	female	X	gene_test_31	test_escape	83	71	154
sample11	female	X	gene_test_31	test_escape	68	86	154
sample12	female	X	gene_test_31	test_escape	79	75	154
sample13	female	X	gene_test_31	test_escape	87	67	154
sample14	female	X	gene_test_31	test_escape	62	92	154
sample15	female	X	gene_test_31	test_escape	79	75	154
sample16	female	X	gene_test_31	test_escape	81	73	154
sample17	female	X	gene_test_31	test_escape	64	90	154
sample18	female	X	gene_test_31	test_escape	57	97	154
sample19	female	X	gene_test_31	test_escape	53	101	154
sample20	female	X	gene_test_31	test_escape	81	73	154
sample21	female	X	gene_test_31	test_escape	80	74	154
sample22	female	X	gene_test_31	test_escape	45	109	154
sample23	female	X	gene_test_31	test_escape	78	76	154
sample24	female	X	gene_test_31	test_escape	61	93	154
sample25	female	X	gene_test_31	test_escape	72	82	154
sample26	female	X	gene_test_31	test_escape	84	70	154
sample27	female	X	gene_test_31	test_escape	70	84	154
sample28	female	X	gene_test_31	test_escape	96	58	154
sample29	female	X	gene_test_31	test_escape	65	89	154
sample30	female	X	gene_test_31	test_escape	46	108	154
sample31	female	X	gene_test_31	test_escape	77	77	154
sample32	female	X	gene_test_31	test_escape	52	102	154
sample33	female	X	gene_test_31	test_escape	81	73	154
sample34	female	X	gene_test_31	test_escape	81	73	154
sample35	female	X	gene_test_31	test_escape	87	67	154
sample36	female	X	gene_test_31	test_escape	74	80	154
sample37	female	X	gene_test_31	test_escape	52	102	154
sample38	female	X	gene_test_31	test_escape	87	67	154
sample39	female	X	gene_test_31	test_escape	87	67	154
sample40	female	X	gene_test_31	test_escape	64	90	154
sample1	female	X	gene_test_32	test_subject	18	172	190
sample2	female	X	gene_test_32	test_subject	32	158	190
sample3	female	X	gene_test_32	test_subject	16	174	190
sample4	female	X	gene_test_32	test_subject	16	174	190
sample5	female	X	gene_test_32	test_subject	10	180	190
sample6	female	X	gene_test_32	test_subject	26	164	190
sample7	female	X	gene_test_32	test_subject	16	174	190
sample8	female	X	gene_test_32	test_subject	32	158	190
sample9	female	X	gene_test_32	test_subject	22	168	190
sample10	female	X	gene_test_32	test_subject	30	160	190
sample11	female	X	gene_test_32	test_subject	48	142	190
sample12	female	X	gene_test_32	test_subject	35	155	190
sample13	female	X	gene_test_32	test_subject	48	142	190
sample14	female	X	gene_test_32	test_subject	54	136	190
sample15	female	X	gene_test_32	test_subject	59	131	190
sample16	female	X	gene_test_32	test_subject	49	141	190
sample17	female	X	gene_test_32	test_subject	66	124	190
sample18	female	X	gene_test_32	test_subject	59	131	190
sample19	female	X	gene_test_32	test_subject	48	142	190
sample20	female	X	gene_test_32	test_subject	47	143	190
sample21	female	X	gene_test_32	test_subject	22	168	190
sample22	female	X	gene_test_32	test_subject	16	174	190
sample23	female	X	gene_test_32	test_subject	22	168	190
sample24	female	X	gene_test_32	test_subject	26	164	190
sample25	female	X	gene_test_32	test_subject	16	174	190
sample26	female	X	gene_test_32	test_subject	15	175	190
sample27	female	X	gene_test_32	test_subject	24	166	190
sample28	female	X	gene_test_32	test_subject	26	164	190
sample29	female	X	gene_test_32	test_subject	31	159	190
sample30	female	X	gene_test_32	test_subject	17	173	190
sample31	female	X	gene_test_32	test_subject	51	139	190
sample32	female	X	gene_test_32	test_subject	41	149	190
sample33	female	X	gene_test_32	test_subject	50	140	190
sample34	female	X	gene_test_32	test_subject	40	150	190
sample35	female	X	gene_test_32	test_subject	45	145	190
sample36	female	X	gene_test_32	test_subject	41	149	190
sample37	female	X	gene_test_32	test_subject	43	147	190
sample38	female	X	gene_test_32	test_subject	44	146	190
sample39	female	X	gene_test_32	test_subject	53	137	190
sample40	female	X	gene_test_32	test_subject	46	144	190
sample1	female	X	gene_test_33	test_escape	18	28	46
sample2	female	X	gene_test_33	test_escape	21	25	46
sample3	female	X	gene_test_33	test_escape	16	30	46
sample4	female	X	gene_test_33	test_escape	27	19	46
sample5	female	X	gene_test_33	test_escape	22	24	46
sample6	female	X	gene_test_33	test_escape	18	28	46
sample7	female	X	gene_test_33	test_escape	27	19	46
sample8	female	X	gene_test_33	test_escape	15	31	46
sample9	female	X	gene_test_33	test_escape	29	17	46
sample10	female	X	gene_test_33	test_escape	28	18	46
sample11	female	X	gene_test_33	test_escape	20	26	46
sample12	female	X	gene_test_33	test_escape	20	26	46
sample13	female	X	gene_test_33	test_escape	17	29	46
sample14	female	X	gene_test_33	test_escape	22	24	46
sample15	female	X	gene_test_33	test_escape	16	30	46
sample16	female	X	gene_test_33	test_escape	15	31	46
sample17	female	X	gene_test_33	test_escape	24	22	46
sample18	female	X	gene_test_33	test_escape	23	23	46
sample19	female	X	gene_test_33	test_escape	23	23	46
sample20	female	X	gene_test_33	test_escape	13	33	46
sample21	female	X	gene_test_33	test_escape	21	25	46
sample22	female	X	gene_test_33	test_escape	24	22	46
sample23	female	X	gene_test_33	test_escape	16	30	46
sample24	female	X	gene_test_33	test_escape	15	31	46
sample25	female	X	gene_test_33	test_escape	12	34	46
sample26	female	X	gene_test_33	test_escape	22	24	46
sample27	female	X	gene_test_33	test_escape	23	23	46
sample28	female	X	gene_test_33	test_escape	15	31	46
sample29	female	X	gene_test_33	test_escape	17	29	46
sample30	female	X	gene_test_33	test_escape	26	20	46
sample31	female	X	gene_test_33	test_escape	26	20	46
sample32	female	X	gene_test_33	test_escape	23	23	46
sample33	female	X	gene_test_33	test_escape	34	12	46
sample34	female	X	gene_test_33	test_escape	24	22	46
sample35	female	X	gene_test_33	test_escape	16	30	46
sample36	female	X	gene_test_33	test_escape	21	25	46
sample37	female	X	gene_test_33	test_escape	25	21	46
sample38	female	X	gene_test_33	test_escape	22	24	46
sample39	female	X	gene_test_33	test_escape	25	21	46
sample40	female	X	gene_test_33	test_escape	17	29	46
sample1	female	X	gene_test_34	test_escape	141	235	376
sample2	female	X	gene_test_34	test_escape	180	196	376
sample3	female	X	gene_test_34	test_escape	177	199	376
sample4	female	X	gene_test_34	test_escape	137	239	376
sample5	female	X	gene_test_34	test_escape	151	225	376
sample6	female	X	gene_test_34	test_escape	138	238	376
sample7	female	X	gene_test_34	test_escape	193	183	376
sample8	female	X	gene_test_34	test_escape	141	235	376
sample9	female	X	gene_test_34	test_escape	140	236	376
sample10	female	X	gene_test_34	test_escape	175	201	376
sample11	female	X	gene_test_34	test_escape	175	201	376
sample12	female	X	gene_test_34	test_escape	187	189	376
sample13	female	X	gene_test_34	test_escape	157	219	376
sample14	female	X	gene_test_34	test_escape	162	214	376
sample15	female	X	gene_test_34	test_escape	154	222	376
sample16	female	X	gene_test_34	test_escape	167	209	376
sample17	female	X	gene_test_34	test_escape	152	224	376
sample18	female	X	gene_test_34	test_escape	146	230	376
sample19	female	X	gene_test_34	test_escape	134	242	376
sample20	female	X	gene_test_34	test_escape	194	182	376
sample21	female	X	gene_test_34	test_escape	151	225	376
sample22	female	X	gene_test_34	test_escape	156	220	376
sample23	female	X	gene_test_34	test_escape	138	238	376
sample24	female	X	gene_test_34	test_escape	186	190	376
sample25	female	X	gene_test_34	test_escape	186	190	376
sample26	female	X	gene_test_34	test_escape	164	212	376
sample27	female	X	gene_test_34	test_escape	133	243	376
sample28	female	X	gene_test_34	test_escape	177	199	376
sample29	female	X	gene_test_34	test_escape	180	196	376
sample30	female	X	gene_test_34	test_escape	173	203	376
sample31	female	X	gene_test_34	test_escape	156	220	376
sample32	female	X	gene_test_34	test_escape	193	183	376
sample33	female	X	gene_test_34	test_escape	193	183	376
sample34	female	X	gene_test_34	test_escape	160	216	376
sample35	female	X	gene_test_34	test_escape	159	217	376
sample36	female	X	gene_test_34	test_escape	154	222	376
sample37	female	X	gene_test_34	test_escape	187	189	376
sample38	female	X	gene_test_34	test_escape	146	230	376
sample39	female	X	gene_test_34	test_escape	139	237	376
sample40	female	X	gene_test_34	test_escape	188	188	376
sample1	female	X	gene_test_35	test_subject	23	128	151
sample2	female	X	gene_test_35	test_subject	12	139	151
sample3	female	X	gene_test_35	test_subject	17	134	151
sample4	female	X	gene_test_35	test_subject	17	134	151
sample5	female	X	gene_test_35	test_subject	13	138	151
sample6	female	X	gene_test_35	test_subject	10	141	151
sample7	female	X	gene_test_35	test_subject	10	141	151
